"","LSOA11","DomMet_11","DomMet_17","MeanDomElec_11_kWh","MeanDomElec_17_kWh","TotDomElec_11_kWh","TotDomElec_17_kWh","GasMet_11","GasMet_17","MeanDomGas_11_kWh","MeanDomGas_17_kWh","TotDomGas_11_kWh","TotDomGas_17_kWh","cars_total","cars_miles","pu5k","p5_12k","po12k","age_av","miles_av_u3","miles_av_o13","pcars_diesel","pmiles_diesel","vans_total","vans_miles","pmiles_car","pmiles_vans","cars_percap","miles_percap","mean_house_age","pP1900","p1900_18","p1919_29","p1930_39","p1945_54","p1955_64","p1965_72","p1973_82","p1983_92","p1993_99","p2000_09","p2010_15","pUNKNOWN","People_.","Area_Hectares","PopDens","Males.","Females.","Live_HH.","Live_Comm.","Age_Mean","Age_Median","Age0to4.","Age5to7.","Age8to9.","Age10to14.","Age15.","Age16to17.","Age18to19.","Age20to24.","Age25to29.","Age30to44.","Age45to59.","Age60to64.","Age65to74.","Age75to84.","Age85to89.","Age90plus.","Unshared.","Shared2.","Shared3plus.","HHwithRes.","HHnoRes.","Whole_House_Detached.","Whole_House_Semi.","Whole_House_Terraced","Flat_PurposeBuilt.","Flat_Converted.","Flat_Commercial.","Caravan.","Outright.","Mortgage.","Shared.","Social_LA.","Social_Other.","Rented_Landlord.","Rented_Other.","RentFree.","NoCH","Occupancy_Rooms.","Occupancy_Bedrooms.","NoCarsHH","X1CarHH.","X2CarHH.","X3CarHH.","X4plusCarHH.","PartTime.","FullTime.","Self.Emp.","Unemployed.","FTStudent.","Retired.","Student_Inactive.","Carer.","Sick.","Inactive_Other.","Unemp_16to24.","Unemp_50to74.","Unemp_NeverWorked.","Unemp_LongTerm.","All_T2W.","T2W_Home.","T2W_Metro.","T2W_Train.","T2W_Bus.","T2W_Taxi.","T2W_Mbike.","T2W_Car.","T2W_Passenger.","T2W_Cycle.","T2W_Foot.","T2W_Other.","T2W_NoEmp.","All_Grade.","SocGrade_AB.","SocGrade_C1.","SocGrade_C2.","SocGrade_DE.","pHeating_None","pHeating_Gas","pHeating_Electric","pHeating_Other","Dwellings","Crr_EE","Ptn_EE","pop2011","pop2016","area_km","dense_2011","dense_2017","median_household_income","mean_household.size","mean_rooms","mean_bedrooms","RUC11","%All15_PT/walk1,3","area_group","area_supergroup","LSOA_Name"
"24","E01022873",815,1120,5170,4268,4213449,4780519,715,881,24584,21282,17577904,18749353,1109,8134161,0.354373309287647,0.502254283137962,0.143372407574391,7.8447744760219,8777.29585798817,7877.77777777778,0.255184851217313,0.359574515429434,36,303357,0.939784288305417,0.0350485000662596,1.73824451410658,12749.4686520376,1980.61855670103,2.06,1.03,5.15,3.09,1.03,5.15,18.56,21.65,4.12,1.03,2.06,35.05,1.03,1786,190.23,9.38863481,46.30459127,53.69540873,93.61702128,6.382978723,46.0397536394177,48.5,3.69540873460246,3.07950727883539,1.73572228443449,6.88689809630459,1.3437849944009,2.40761478163494,2.01567749160134,4.75923852183651,3.35946248600224,13.6618141097424,23.8521836506159,7.55879059350504,13.2698768197088,6.83090705487122,2.63157894736842,2.91153415453527,100,0,0,95.7957957957958,4.2042042042042,79.8798798798799,6.00600600600601,4.5045045045045,8.85885885885886,0.45045045045045,0.15015015015015,0.15015015015015,47.3354231974922,39.1849529780564,1.25391849529781,0.783699059561128,7.83699059561129,2.97805642633229,0.470219435736677,0.156739811912226,0.470219435736677,3.13479623824451,1.72413793103448,5.79937304075235,24.9216300940439,44.3573667711599,16.3009404388715,8.62068965517241,15.2448657187994,37.519747235387,11.6113744075829,1.73775671406003,2.52764612954186,19.826224328594,3.94944707740916,5.29225908372828,1.81674565560821,0.4739336492891,0.394944707740916,0.710900473933649,0.0789889415481833,0.789889415481832,1266,8.05687203791469,0.0789889415481833,6.00315955766193,0.631911532385466,0,0.315955766192733,42.654028436019,1.81674565560821,1.26382306477093,5.52922590837283,0.394944707740916,33.2543443917852,425,0.494117647058824,0.327058823529412,0.108235294117647,0.0705882352941176,0.47,92.32,1.57,2.82,634,76.1009463722397,80.9858044164038,1789,2473,1.9023,940.440519371287,1330.49466435368,"75407",2.6,8,3.9,"Urban city and town",79.5197740112994,"8a Affluent communities","8 Suburban living","Hart 008D"
"25","E01023799",501,512,5407,4577,2708904,2343632,489,484,19669,19273,9618012,9328189,722,5378559,0.331024930747922,0.530470914127424,0.138504155124654,7.35729142373929,8361.10280373832,7744.36755952381,0.222991689750693,0.322107835946394,42,380897,0.913654832346135,0.0647029036357407,1.43253968253968,10671.7440476191,1989.88688212928,0.19,0.19,0.19,0.19,0.19,1.89,0.19,13.21,35.85,39.62,3.77,3.77,1.89,1378,116.14,11.86499053,47.89550073,52.10449927,100,0,38.8069666182874,42,5.22496371552975,2.90275761973875,1.81422351233672,7.47460087082729,1.59651669085631,3.55587808417997,2.90275761973875,7.03918722786647,4.78955007256894,17.343976777939,26.5602322206096,7.40203193033382,7.18432510885341,3.2656023222061,0.725689404934688,0.217706821480406,100,0,0,99.604743083004,0.395256916996047,61.4624505928854,12.2529644268775,23.7154150197628,1.97628458498024,0.395256916996047,0,0.197628458498024,34.9206349206349,38.8888888888889,0.198412698412698,6.34920634920635,11.7063492063492,6.54761904761905,0.595238095238095,0.793650793650794,0.595238095238095,3.57142857142857,1.38888888888889,9.52380952380952,31.9444444444444,38.4920634920635,13.8888888888889,6.15079365079365,13.7051039697543,39.6975425330813,13.7996219281664,3.68620037807183,3.49716446124764,12.8544423440454,4.53686200378072,5.19848771266541,1.89035916824197,1.13421550094518,1.03969754253308,0.850661625708885,0.189035916824197,1.79584120982987,1058,5.6710775047259,0.283553875236295,7.18336483931947,1.79584120982987,0.189035916824197,0,45.3686200378072,4.06427221172023,1.13421550094518,3.87523629489603,0.472589792060492,29.9621928166352,404,0.356435643564356,0.311881188118812,0.180693069306931,0.150990099009901,0.6,89.68,6.15,0.99,184,64.945652173913,78.0054347826087,1379,1368,1.1614,1187.36008265886,1163.2512484932,"51992",2.7,7,3.7,"Urban city and town",100,"3a Achieving neighbourhoods","3 Ethnically diverse professionals","Stevenage 002D"
"26","E01017841",498,726,5265,4198,2621823,3047865,444,728,24409,19186,10837474,13967530,809,6473793,0.318912237330037,0.494437577255872,0.186650185414091,7.48685095549808,9440.45454545455,8349.5,0.262051915945612,0.346581517203284,36,298437,0.936165336075881,0.0431565195863503,1.56177606177606,12497.6698841699,1979.27185314685,1.69,0,0.17,11.86,0.17,5.08,13.56,18.64,5.08,20.34,1.69,18.64,1.69,1429,110.9,12.88548242,49.54513646,50.45486354,98.81035689,1.189643107,40.2617214835549,42,4.12876137158852,2.79916025192442,2.37928621413576,8.04758572428272,1.53953813855843,3.07907627711686,2.44926522043387,5.87823652904129,4.82855143456963,18.8943317004899,23.7228831350595,6.6480055983205,9.51714485654304,4.05878236529041,1.3296011196641,0.699790062981106,100,0,0,97.5517890772128,2.44821092278719,74.3879472693032,12.9943502824859,6.59133709981168,3.38983050847458,0.941619585687382,1.69491525423729,0,35.3281853281853,42.4710424710425,0,0.579150579150579,1.73745173745174,7.14285714285714,11.969111969112,0.772200772200772,0.579150579150579,3.66795366795367,1.35135135135135,3.08880308880309,28.957528957529,45.5598455598456,17.5675675675676,4.82625482625483,11.3805970149254,46.455223880597,11.8470149253731,3.07835820895522,3.17164179104478,13.339552238806,5.87686567164179,2.98507462686567,0.932835820895522,0.932835820895522,0.746268656716418,1.02611940298507,0.373134328358209,0.932835820895522,1072,7.27611940298508,0.83955223880597,3.73134328358209,1.49253731343284,0.373134328358209,0.0932835820895522,51.2126865671642,3.17164179104478,0.466417910447761,3.26492537313433,0.186567164179104,27.8917910447761,411,0.518248175182482,0.345498783454988,0.0778588807785888,0.0583941605839416,0.58,89.58,2.51,3.28,369,71.710027100271,81.0785907859079,1428,1419,1.109,1287.64652840397,1354.37330928765,"69946",2.7,7.4,3.7,"Urban city and town",79.1505791505791,"3b Asian traits","3 Ethnically diverse professionals","Wycombe 015F"
"27","E01030944",506,510,6809,6573,3445335,3352084,462,464,21932,21220,10132635,9846152,786,5992475,0.330788804071247,0.505089058524173,0.16412213740458,7.73360990502862,9485.62,8072.73632538569,0.250636132315522,0.350092073809236,49,436043,0.905868769187907,0.065915625133689,1.58148893360161,12057.2937625755,1961.5,7.41,9.26,5.56,7.41,5.56,9.26,3.7,3.7,1.85,33.33,5.56,5.56,1.85,1397,609.05,2.293736146,50.89477452,49.10522548,98.63994273,1.360057266,37.5683607730852,39,6.94345025053686,4.36649964209019,3.86542591267001,7.08661417322835,1.21689334287759,2.36220472440945,1.5748031496063,4.79599141016464,4.7244094488189,22.1188260558339,22.6914817465999,6.22763063707946,7.51610594130279,3.36435218324982,0.930565497494631,0.214745884037223,100,0,0,95.2107279693487,4.78927203065134,64.176245210728,18.007662835249,11.4942528735632,1.14942528735632,2.68199233716475,0.957854406130268,1.53256704980843,33.6016096579477,51.5090543259557,0.402414486921529,1.00603621730382,0.804828973843058,9.85915492957746,0.804828973843058,2.01207243460765,1.81086519114688,0.804828973843058,0.804828973843058,5.63380281690141,29.3762575452716,44.0643863179074,13.2796780684105,7.64587525150905,11.9284294234592,43.1411530815109,13.817097415507,1.98807157057654,2.98210735586481,12.5248508946322,4.17495029821074,5.86481113320079,0.894632206759443,2.68389662027833,0.695825049701789,0.397614314115308,0.298210735586481,0.596421471172962,1006,6.85884691848907,0.099403578528827,13.817097415507,0.695825049701789,0.099403578528827,0.397614314115308,44.7316103379722,1.0934393638171,0.497017892644135,2.98210735586481,0.298210735586481,28.4294234592445,405,0.538271604938272,0.279012345679012,0.11358024691358,0.0691358024691358,1.81,85.11,2.62,4.63,262,64.4503816793893,77.4885496183206,1399,1449,6.0905,229.701994910106,230.030375174452,"86594",2.8,7.6,3.7,"Urban major conurbation",62.5730994152047,"8a Affluent communities","8 Suburban living","Woking 012A"
"28","E01021383",721,712,5357,4964,3862359,3534292,631,649,18816,18875,11872658,12249813,973,8564844,0.248715313463515,0.511819116135663,0.239465570400822,7.09451705282884,10178.0466666667,9120.30845225027,0.311408016443988,0.420830315181456,115,1801916,0.728151610642888,0.153192286706353,1.36657303370787,12029.2752808989,1989.63059163059,2.78,0.14,0,1.39,1.39,9.72,4.17,1.39,0.14,22.22,52.78,0.14,1.39,2136,232.44,9.18946825,48.12734082,51.87265918,100,0,34.8291198501873,38,5.61797752808989,5.29026217228464,4.35393258426966,11.4232209737828,1.82584269662921,3.41760299625468,2.62172284644195,3.60486891385768,2.5749063670412,24.9063670411985,19.0074906367041,4.91573033707865,6.27340823970037,3.51123595505618,0.421348314606742,0.234082397003745,100,0,0,98.75173370319,1.24826629680999,66.1581137309293,21.9140083217753,9.84743411927878,1.80305131761442,0,0.277392510402219,0,29.3539325842697,53.5112359550562,0.140449438202247,0.280898876404494,7.86516853932584,7.02247191011236,1.40449438202247,0.421348314606742,0.561797752808989,2.52808988764045,1.40449438202247,5.75842696629214,31.0393258426966,46.3483146067416,10.6741573033708,6.17977528089888,17.1766342141864,41.7941585535466,12.1001390820584,1.87760778859527,3.33796940194715,11.1265646731572,4.17246175243394,6.05006954102921,1.80806675938804,0.556328233657858,0.62586926286509,0.347705146036161,0.278164116828929,0.62586926286509,1438,5.49374130737135,0.486787204450626,8.41446453407511,1.52990264255911,0.347705146036161,0.556328233657858,49.095966620306,2.92072322670376,0.556328233657858,3.96383866481224,0.486787204450626,26.1474269819193,577,0.350086655112652,0.369150779896014,0.175043327556326,0.105719237435009,0.56,85.11,1.83,9.69,306,66.7908496732026,77.5490196078431,2137,2133,2.3244,919.377043538117,887.971089313371,"64631",3,7.1,3.7,"Urban city and town",50.5660377358491,"8c Comfortable suburbia","8 Suburban living","Braintree 010C"
"29","E01027260",606,658,5007,4582,3034337,3015123,596,616,20313,19544,12106533,12039325,856,6166770,0.379672897196262,0.466121495327103,0.154205607476636,7.65378661395664,8707.6935483871,7550.36351875809,0.275700934579439,0.381799548223787,46,435910,0.920288850449648,0.0650523876842344,1.46575342465753,10559.5376712329,1970.9921875,4.55,0,3.03,6.06,3.03,1.52,16.67,31.82,10.61,9.09,1.52,9.09,3.03,1422,63.69,22.3268959,49.64838256,50.35161744,99.78902954,0.210970464,46.2278481012658,50,3.0239099859353,1.9690576652602,1.68776371308017,6.39943741209564,1.61744022503516,2.81293952180028,1.54711673699015,4.78199718706048,3.79746835443038,14.3459915611814,24.4022503516174,9.28270042194093,13.7834036568214,8.15752461322082,1.89873417721519,0.492264416315049,100,0,0,97.6588628762542,2.34113712374582,70.066889632107,20.2341137123746,8.52842809364548,0.668896321070234,0.167224080267559,0.334448160535117,0,51.541095890411,38.3561643835616,0,3.25342465753425,0.513698630136986,5.13698630136986,0.342465753424658,0.856164383561644,0.513698630136986,0.684931506849315,1.54109589041096,6.33561643835616,38.6986301369863,38.1849315068493,12.1575342465753,4.62328767123288,11.4769520225776,35.7478833490122,14.3932267168391,2.6340545625588,2.91627469426152,21.6368767638758,3.57478833490122,3.85700846660395,1.88146754468485,1.88146754468485,0.376293508936971,0.846660395108184,0.188146754468485,1.12888052681091,1063,4.32737535277516,0,1.88146754468485,1.59924741298213,0.282220131702728,0.282220131702728,46.9426152398871,4.04515522107244,0.752587017873942,3.57478833490122,0.282220131702728,36.030103480715,370,0.42972972972973,0.335135135135135,0.140540540540541,0.0945945945945946,0.51,93.49,2.4,0.51,270,67.8222222222222,78.5703703703704,1423,1487,0.6369,2234.25969539959,2348.87737478411,"48124.5",2.4,7.5,3.6,"Urban city and town",100,"8a Affluent communities","8 Suburban living","Northampton 020D"
"30","E01016523",625,673,6882,6525,4300962,4391277,615,668,25347,22644,15588573,15125962,832,6366989,0.304086538461538,0.542067307692308,0.153846153846154,7.46602366661402,9237.47407407408,7949.06614785992,0.254807692307692,0.332622060443327,68,704450,0.849911304453919,0.094035032638279,1.42465753424658,10902.3784246575,1947.66129032258,22.39,1.49,1.49,1.49,1.49,17.91,5.97,7.46,5.97,7.46,14.93,4.48,8.96,1640,395.86,4.142878796,46.58536585,53.41463415,86.34146341,13.65853659,40.7121951219512,41,4.8780487804878,3.10975609756098,2.13414634146341,6.95121951219512,1.58536585365854,4.39024390243902,1.89024390243902,7.6219512195122,4.32926829268293,18.3536585365854,21.0365853658537,5.24390243902439,8.65853658536585,5.91463414634146,2.01219512195122,1.89024390243902,100,0,0,90.9657320872274,9.03426791277258,45.7943925233645,17.601246105919,13.7071651090343,13.7071651090343,6.38629283489097,2.80373831775701,0,34.5890410958904,32.7054794520548,0.171232876712329,0.513698630136986,4.45205479452055,17.9794520547945,2.22602739726027,7.36301369863014,1.1986301369863,4.79452054794521,2.3972602739726,5.82191780821918,35.6164383561644,41.2671232876712,11.986301369863,5.30821917808219,10.997442455243,34.6973572037511,15.2600170502984,2.21653878942881,2.81329923273657,11.2531969309463,14.4927536231884,5.54134697357204,0.852514919011083,1.87553282182438,0.426257459505541,0.51150895140665,0.170502983802217,0.937766410912191,1173,9.46291560102302,0.255754475703325,4.00682011935209,0.51150895140665,0.170502983802217,0.51150895140665,39.0451832907076,1.53452685421995,0.852514919011083,5.54134697357204,1.36402387041773,36.7433930093777,426,0.509389671361502,0.291079812206573,0.103286384976526,0.0962441314553991,1.2,89.38,2.74,2.05,379,67.7704485488127,76.5672823218997,1641,1583,3.9586,414.540494114081,406.204213610873,"82112",2.4,6.8,3.3,"Urban city and town",100,"3c Highly qualified professionals","3 Ethnically diverse professionals","Windsor and Maidenhead 017B"
"31","E01030932",649,650,5206,5323,3378915,3460108,553,556,18821,17764,10407946,9877028,771,6148812,0.299610894941634,0.525291828793774,0.175097276264591,8.51597656669605,9138.35,8387.38335809807,0.267185473411154,0.357433923821382,52,374510,0.930368651503721,0.0566666152217141,1.30456852791878,10404.0812182741,1936.79411764706,23.53,2.94,2.94,2.94,36.76,5.88,1.47,2.94,2.94,2.94,4.41,10.29,0.15,1493,335.57,4.449146229,48.09109176,51.90890824,100,0,39.8144675150703,42,5.8271935699933,4.55458807769591,3.81781647689216,6.69792364367046,1.07166778298727,3.08104487608841,2.27729403884796,4.08573342263898,3.95177494976557,19.490957803081,22.7059611520429,6.76490288010717,7.70261219022103,5.49229738780978,1.67448091091762,0.803750837240455,100,0,0,96.0975609756098,3.90243902439024,35.2845528455285,32.1951219512195,22.4390243902439,6.50406504065041,3.2520325203252,0.32520325203252,0,34.5177664974619,38.2402707275804,0.338409475465313,19.9661590524535,0.50761421319797,4.23011844331641,0.846023688663283,1.35363790186125,0.846023688663283,4.06091370558376,3.38409475465313,10.82910321489,37.7326565143824,37.0558375634518,10.4906937394247,3.8917089678511,13.1931166347992,39.2925430210325,15.3919694072658,3.05927342256214,3.72848948374761,12.0458891013384,3.63288718929254,6.30975143403442,2.19885277246654,1.1472275334608,0.956022944550669,0.573613766730402,0.286806883365201,0.860420650095602,1046,6.69216061185469,0.191204588910134,10.038240917782,0.764818355640535,0.0956022944550669,0.382409177820268,43.1166347992352,2.77246653919694,0.669216061185469,6.11854684512428,0.286806883365201,28.8718929254302,433,0.429561200923788,0.237875288683603,0.187066974595843,0.145496535796767,0.85,83.59,4.06,5.92,330,65.5909090909091,78.6909090909091,1493,1523,3.3557,444.914622880472,456.536639151295,"42207",2.5,6.3,3.1,"Urban city and town",100,"5c Comfortable neighbourhoods","5 Industrious communities","Waverley 016C"
"32","E01012584",536,570,5686,5214,3047878,2971774,476,514,24862,23305,11834107,11978669,697,5543501,0.309899569583931,0.522238163558106,0.167862266857963,7.56425356740583,9103.36448598131,8271.7893081761,0.324246771879484,0.430793283883236,25,205000,0.938233494599679,0.0346961002429573,1.33781190019194,10640.1170825336,1968.83606557377,8.33,1.67,6.67,8.33,1.67,6.67,8.33,6.67,13.33,1.67,31.67,6.67,1.67,1473,297.77,4.946770998,50.16972166,49.83027834,98.09911745,1.900882553,40.2199592668024,42,5.97420230821453,3.93754243041412,2.78343516632722,6.31364562118126,1.83299389002037,2.24032586558045,2.1724372029871,5.70264765784114,4.07331975560081,19.8234894772573,21.3849287169043,6.5173116089613,9.50441276306857,5.15953835709437,1.69721656483367,0.88255261371351,100,0,0,94.8998178506375,5.10018214936248,55.0091074681239,21.8579234972678,7.46812386156649,14.7540983606557,0.364298724954463,0.546448087431694,0,41.8426103646833,42.8023032629559,0.575815738963532,0.191938579654511,3.07101727447217,9.40499040307102,0.767754318618042,1.34357005758157,0.191938579654511,2.49520153550864,2.68714011516315,5.95009596928983,35.1247600767754,41.6506717850288,13.6276391554703,3.6468330134357,13.9733840304183,35.0760456273764,17.3954372623574,1.14068441064639,2.47148288973384,14.828897338403,5.03802281368821,5.32319391634981,2.47148288973384,2.28136882129278,0.475285171102662,0.475285171102662,0.0950570342205323,0.190114068441065,1052,5.893536121673,0,0.950570342205323,0.665399239543726,0.475285171102662,0.0950570342205323,52.6615969581749,4.94296577946768,0.190114068441065,1.52091254752852,0.665399239543726,31.9391634980989,389,0.416452442159383,0.365038560411311,0.138817480719794,0.0796915167095116,0.19,87.52,6.91,1.54,335,68.7402985074627,78.9373134328358,1473,1664,2.9777,494.677099774994,563.858011216711,"48870",2.8,7.3,3.5,"Urban city and town",100,"3b Asian traits","3 Ethnically diverse professionals","Blackburn with Darwen 010A"
"33","E01016510",451,633,5428,4225,2448082,2674392,446,496,22712,21255,10129648,10542722,720,5213604,0.35,0.541666666666667,0.108333333333333,7.65111795573808,8206.81927710843,7485.26766917293,0.208333333333333,0.286557053431753,38,518082,0.891400410239471,0.0885795137754393,1.57549234135667,11408.3238512035,1970.8,1.56,1.56,6.25,15.62,1.56,26.56,1.56,10.94,1.56,1.56,3.12,29.69,1.56,1472,47.86,30.75637275,49.72826087,50.27173913,99.72826087,0.27173913,40.9375,42,4.41576086956522,2.03804347826087,2.17391304347826,5.50271739130435,1.08695652173913,4.48369565217391,2.64945652173913,5.91032608695652,6.11413043478261,19.5652173913043,23.7092391304348,6.65760869565217,8.28804347826087,5.43478260869565,1.15489130434783,0.815217391304348,100,0,0,99.1323210412148,0.867678958785249,64.6420824295011,23.644251626898,6.29067245119306,3.25379609544469,1.95227765726681,0,0.216919739696312,40.9190371991247,46.8271334792123,0.218818380743982,0.656455142231947,0.437636761487965,9.19037199124726,0.87527352297593,0.87527352297593,0.437636761487965,8.31509846827133,7.65864332603939,7.65864332603939,28.8840262582057,37.417943107221,16.8490153172867,9.19037199124726,10.2721685689201,41.352063213345,12.0280948200176,3.68744512730465,3.51185250219491,13.4328358208955,7.7260755048288,3.51185250219491,1.9315188762072,2.54609306409131,0.438981562774364,0.614574187884109,0.526777875329236,1.66812993854258,1139,3.59964881474978,0.702370500438982,6.32133450395083,3.51185250219491,0.0877963125548727,0.263388937664618,44.7761194029851,3.59964881474978,1.14135206321335,2.10711150131694,0.526777875329236,33.3625987708516,340,0.352941176470588,0.3,0.176470588235294,0.170588235294118,0.44,91.25,1.75,3.72,390,73.7384615384615,82.4307692307692,1467,1932,0.4786,3065.19013790222,4066.02590890096,"66204.5",3.2,6.7,3.6,"Urban city and town",75.5178907721281,"3b Asian traits","3 Ethnically diverse professionals","Slough 010E"
